date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2025-11-12,322801,56248,266553,532235298,105577990,637813288,96482,2214,98696
2024-07-03,230802,75902,154900,219109235,119579380,338688615,80350,9481,89831
2017-09-05,1585,837,748,1983290,7224062,9207352,587,105,692
2023-08-01,215150,87902,127248,193510981,132143026,325654007,71025,13954,84979
2015-07-10,154,62,92,1088100,509860,1597960,1,1,2
2025-09-01,226713,53129,173584,334075435,90577670,424653105,84400,3413,87813
2021-03-22,138077,69218,68859,75420913,79973579,155394492,21484,9939,31423
2024-12-18,261867,78195,183672,401838849,140600720,542439569,107332,9196,116528
2018-01-02,1630,1024,606,2496849,7211668,9708517,442,129,571
2022-01-14,102146,49588,52558,72531257,72331634,144862891,29726,8497,38223
2024-08-03,222234,73180,149054,218235786,342038216,560274002,68015,7724,75739
2018-02-15,10152,7273,2879,7950425,9930552,17880977,2546,740,3286
2015-02-06,101,32,69,553250,110000,663250,4,1,5
2019-09-18,70333,36844,33489,15568927,51988509,67557436,25982,8759,34741
2023-06-05,203998,86887,117111,192226864,124401840,316628704,73349,14901,88250
2021-12-13,121697,58319,63378,88429704,70205313,158635017,20364,7246,27610
2015-10-27,805,44,761,1358350,247700,1606050,613,6,619
2024-12-01,237392,71156,166236,349292007,97700237,446992244,104163,8439,112602
2025-07-21,241334,56586,184748,355321586,87084905,442406491,105804,4172,109976
2019-01-30,34835,27432,7403,11294920,41460774,52755694,5030,2697,7727
2017-04-20,1248,469,779,1556345,1719832,3276177,495,63,558
2019-04-16,26195,20674,5521,6375185,29740770,36115955,2767,3303,6070
2015-12-03,701,82,619,678660,134750,813410,496,35,531
2023-03-05,165456,75392,90064,139082547,114799844,253882391,58596,13838,72434
2021-11-09,116683,55506,61177,84192388,74395662,158588050,37516,11834,49350
2024-06-11,236392,75819,160573,252638105,126098511,378736616,85398,10219,95617
2017-12-11,1720,855,865,1452650,7112407,8565057,752,104,856
2022-06-13,136697,70358,66339,102718737,94816076,197534813,47076,12614,59690
2016-08-12,1399,130,1269,746952,416900,1163852,880,31,911
2016-06-20,672,78,594,768625,183975,952600,377,5,382
2016-12-13,965,185,780,1082879,408535,1491414,593,52,645
2018-02-16,1847,1118,729,2247235,11529663,13776898,558,124,682
2024-03-17,207370,74849,132521,180672004,99415586,280087590,68268,10182,78450
2024-02-23,211215,74909,136306,196626433,114511412,311137845,65843,10113,75956
2024-06-27,224925,70335,154590,226170213,107518287,333688500,77889,9382,87271
2025-11-26,319978,48118,271860,532614259,85627790,618242049,50722,1986,52708
2015-06-04,139,41,98,779900,200440,980340,0,0,0
2015-07-23,156,55,101,674951,328370,1003321,1,1,2
2026-01-09,308525,43489,265036,513298212,82984998,596283210,33097,753,33850
2023-11-23,213635,76148,137487,229562399,118110964,347673363,75942,12317,88259
2016-02-28,821,97,724,519190,148475,667665,571,40,611
2025-07-09,253088,55491,197597,372781036,99581411,472362447,115030,5262,120292
2019-10-26,39200,20947,18253,5559980,29046494,34606474,14291,6333,20624
2017-02-07,1050,185,865,1112250,457325,1569575,635,34,669
2022-08-06,139199,73398,65801,106533998,102231742,208765740,38790,11250,50040
