date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2022-03-09,140922,76505,64417,88882837,124377006,213259843,30069,9779,39848
2018-07-25,23267,14462,8805,21368021,18544736,39912757,4286,1011,5297
2016-01-22,899,139,760,1451320,511440,1962760,481,13,494
2022-05-22,118719,59818,58901,90398721,76760628,167159349,41284,11187,52471
2017-11-05,1235,624,611,927900,2249000,3176900,475,54,529
2015-10-17,1463,61,1402,1093200,594600,1687800,1298,16,1314
2022-11-26,151115,70628,80487,132974068,98838412,231812480,55627,13577,69204
2022-12-10,140662,66935,73727,131825354,103407469,235232823,42284,11740,54024
2023-08-26,189378,79514,109864,171902640,104001143,275903783,59888,12575,72463
2015-05-15,117,31,86,721438,323950,1045388,3,1,4
2016-01-17,552,64,488,503200,56475,559675,389,35,424
2017-04-10,1335,325,1010,1204500,952060,2156560,630,64,694
2016-03-28,1249,163,1086,945800,189400,1135200,823,21,844
2024-02-02,200691,73780,126911,184315616,119271463,303587079,57697,9316,67013
2016-09-15,1149,80,1069,775698,279310,1055008,865,15,880
2019-05-04,30448,24759,5689,5888465,30332464,36220929,3102,3023,6125
2022-12-16,143718,69950,73768,129096052,114291735,243387787,41560,10950,52510
2017-10-18,1307,425,882,691250,931010,1622260,668,71,739
2023-01-14,146081,71146,74935,122473900,91624712,214098612,45231,11467,56698
2026-02-03,266069,38259,227810,449894967,88118089,538013056,22078,285,22363
2021-04-04,88254,41498,46756,71229546,58458649,129688195,27226,10929,38155
2016-10-22,1132,111,1021,762650,250940,1013590,901,28,929
2021-06-14,104365,49348,55017,57653999,63035569,120689568,28378,13384,41762
2025-04-28,288313,72086,216227,413693454,98664005,512357459,118485,6559,125044
2019-07-28,66733,51822,14911,12147870,37867637,50015507,6403,5299,11702
2019-10-04,50839,36093,14746,11470327,56741417,68211744,8330,8546,16876
2020-04-02,45937,20351,25586,30416035,17299398,47715433,10697,5253,15950
2020-11-27,118436,58727,59709,73996579,70026293,144022872,33113,9569,42682
2020-08-07,119276,55845,63431,74734601,62602803,137337404,37034,8279,45313
2025-10-20,157314,26761,130553,219069462,29718261,248787723,58626,1719,60345
2016-08-01,884,92,792,870400,281550,1151950,556,15,571
2016-07-27,1477,116,1361,1178000,469290,1647290,1053,8,1061
2020-11-28,123441,62946,60495,74353996,70010101,144364097,32689,9645,42334
2024-03-25,162477,52148,110329,144573631,54415787,198989418,43339,7358,50697
2025-01-13,260226,72966,187260,353277185,104995517,458272702,111711,8035,119746
2015-09-18,93,19,74,408950,70700,479650,0,1,1
2022-09-28,151233,74865,76368,115221275,102175069,217396344,42650,10793,53443
2018-03-23,3619,2837,782,1861402,10006022,11867424,557,111,668
2017-06-11,809,488,321,851930,2692663,3544593,217,51,268
2019-02-14,27812,22945,4867,9247467,38084367,47331834,2607,2264,4871
2018-01-26,910,707,203,1252550,12417951,13670501,128,139,267
2022-10-24,73513,31923,41590,59069602,30221666,89291268,28581,5764,34345
2015-08-30,39,10,29,201800,39600,241400,0,0,0
